CVE_PRESUPUESTAL,DOM_CALLE,REF_TELEFONO,REF_CP,REF_COLONIA_FRACC,CVE_NIVEL_ATENCION,CVE_CLUES,REF_UNIDAD_MEDICA,CVE_LOCALIZACION,CVE_TIPO_INMUEBLE,CVE_SERVICIO,CVE_UNIDAD_PRESUP,IND_MF,CVE_DELEGACION,CVE_PREI,CVE_NUMERO_ECONOMICO,CVE_LOCALIDAD,CVE_MUNICIPIO,CVE_ESTADO,REF_FRANJA_HORARIA,FEC_BAJA,IND_HORARIO_VERANO,CVE_PAIS,REF_ESTADO_REG,DES_USER_CREA_REG,STP_CREA_REG,DES_USER_MODIFICA_REG,STP_MODIFICA_REG,fh_proceso
CVE_PRESUPUESTAL,dom_calle,REF_TELEFONO,REF_CP,ref_colonia_fracc,CVE_NIVEL_ATENCION,CVE_CLUES,ref_unidad_medica,CVE_LOCALIZACION,CVE_TIPO_INMUEBLE,CVE_SERVICIO,CVE_UNIDAD_PRESUP,IND_MF,CVE_DELEGACION,CVE_PREI,CVE_NUMERO_ECONOMICO,CVE_LOCALIDAD,CVE_MUNICIPIO,CVE_ESTADO,REF_FRANJA_HORARIA,FEC_BAJA,IND_HORARIO_VERANO,CVE_PAIS,REF_ESTADO_REG,DES_USER_CREA_REG,STP_CREA_REG,DES_USER_MODIFICA_REG,STP_MODIFICA_REG,2021-01-04 20:53:35.954766
3301274P2500,"","","","",0,3301274P2500,ciefd merida,1,27,4P,2500,0,33,0,0,1,50,31,"",14/07/2020,0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.5,2021-01-04 20:53:35.954828
14A6424C2560,"","","","",0,14A6424C2560,u.i.b.  occidente,A6,42,4C,2560,0,14,0,0,1,39,14,"",14/07/2020,0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.5,2021-01-04 20:53:35.954837
1803014C2560,"","","","",0,1803014C2560,u.i.b.  t.herb,3,1,4C,2560,0,18,0,0,1,28,17,"",14/07/2020,0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.5,2021-01-04 20:53:35.954843
2001084C2560,"","","","",0,2001084C2560,u.i.b   noreste,1,8,4C,2560,0,20,0,0,1,39,19,"",14/07/2020,0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.5,2021-01-04 20:53:35.954849
2201154P2500,"","","","",0,2201154P2500,ciefd   puebla,1,15,4P,2500,0,22,0,0,11,207,21,"",14/07/2020,0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.5,2021-01-04 20:53:35.954855
36A1414P2500,"","","","",0,36A1414P2500,ciefd  la raza,A1,41,4P,2500,0,39,0,0,1,2,9,"",14/07/2020,0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.5,2021-01-04 20:53:35.954861
12004012151,prolongación gral. ignacio zaragoza  no. 905  ejido jesús maria c.p 20908  jesús maría  municipio de jesús maría  estado de aguascalientes,"",20908,ejido jesús maria,2,ASIMS000161,hgz 3 jesús maría,1,4,1,2151,0,1,10103,"",1,5,1,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 20:53:35.954867
010113UA2110,av. de la convenci�n norte esquina con petr�leos mexicanos s/n gremial 20270 aguascalientes,449-9145051,20030,"",2,ASIMS000045,umaa s/n aguascalientes,1,13,25,2110,1,1,10802,0,1,1,1,"",14/07/2020,0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.5,2021-01-04 20:53:35.954888
10106252110,blvd. jos� mar�a ch�vez no. 1202 col. fraccionamiento lindavista c.p. 20270 aguascalientes aguascalientes,"",20270,"",1,ASIMS000033,umf 2 aguascalientes 2,1,6,25,2110,1,1,12401,0,1,1,1,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.5,2021-01-04 20:53:35.954894
10202252110,insurgentes no. 126 col. centro c.p. 20400 rinc�n de romos aguascalientes,"",20400,"",1,ASIMS000120,umf 2 rincon de romos,2,2,25,2110,1,1,12406,0,1,7,1,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.954900
10302252110,ave. revoluci�n esquina h. colegio militar col. centro c.p. 20660 pabell�n de arteaga aguascalientes,"",20660,"",1,ASIMS000115,umf 3 pabell�n arteaga,3,2,25,2110,1,1,12407,0,1,6,1,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.954906
10901252110,nicolas bravo no. 1 col. infonavit c.p. 20715 asientos aguascalientes,"",20715,"",1,ASIMS000086,umf 5 asientos,9,1,25,2110,1,1,12408,0,1,2,1,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.954912
12002252110,blv. miguel de la madrid s/n fracc. agua clara c.p. 20010 jes�s mar�a aguascalientes,"",20010,"",1,ASIMS000103,umf 6 jes�s mar�a,20,2,25,2110,1,1,12409,0,1,5,1,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.954918
12202252110,rodolfo landeros gallegos no. 320 col. bugambilias c.p. 20800 calvillo aguascalientes,"",20800,"",1,ASIMS000091,umf 4 calvillo,22,2,25,2110,1,1,12410,0,1,3,1,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.954924
10158252110,"","","","",1,ASIMS000144,umf 11 aguascalientes,1,58,25,2110,1,1,12411,0,1,1,1,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.954930
10160252110,avenida  valle de los romeros  no. 1603  fraccionamiento villa de nuestra señora de la asunción c.p 20126  aguascalientes  municipio de aguascalientes  estado de aguascalientes,"",20126,fracc. villa de nuestra señora de la asunción,1,ASIMS000173,umf 12 aguascalientes,1,60,25,2110,1,1,12412,"",1,1,1,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 20:53:35.954935
20101012151,av. lerdo y calle f col. nueva c.p. 21100 mexicali baja california norte,"",21100,"",2,BCIMS000122,hgz 30 mexicali,1,1,1,2151,0,2,20101,0,1,2,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.954941
20401052151,av. chihuahua y benjam�n gil s/n col. ruiz cortinez c.p. 83439 san luis r�o colorado son,"",83439,"",2,BCIMS000064,hgsmf 12 san luis rio colorado,4,1,5,2151,1,2,20402,0,124,1,2,"",14/07/2020,0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.5,2021-01-04 20:53:35.954947
20201052151,calle primera no. 500-b col. maclovio herrera,"",21440,"",2,BCIMS000443,hgsmf 6 tecate,2,1,5,2151,1,2,20701,0,1,3,2,"",14/07/2020,0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.5,2021-01-04 20:53:35.954953
20705202110,av. ju�rez y jalisco s/n ejido hermosillo c.p. 21834 mexicali baja california norte,"",21834,"",1,BCIMS000204,umfh 15 e. hermosillo,7,5,20,2110,1,2,22201,0,1,2,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.954959
20806202110,av. morelos y h. galeana s/n pob. cd.morelos c.p. 21960 mexicali baja california norte,"",21960,"",1,BCIMS000180,umfh 3 c. morelos,8,6,20,2110,1,2,22202,0,1,2,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.954965
20907202110,av. vicente guerrero s/n poblado lic.benito ju�rez c.p. 21900 mexicali baja california norte,"",21900,"",1,BCIMS000175,umfh 2 benito j�arez,9,7,20,2110,1,2,22203,0,1,2,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.954971
21008202110,confluencia de carreteras inter- estatales a ej. puebla ejido nuevo le�n c.p. 21705 mexicali baja california norte,"",20705,"",1,BCIMS000192,umfh 5 e. nuevo le�n,10,8,20,2110,1,2,22204,0,1,2,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.954977
21109202110,av. allende s/n. frente a escuela primaria ejido durango c.p. 21735 mexicali baja california norte,"",21735,"",1,BCIMS000233,umfh 4 e. durango,11,9,20,2110,1,2,22205,0,1,2,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.954982
21210202110,av.insurgentes y calle s�ptima s/n pob. guadalupe victoria c.p. 21720 mexicali baja california norte,"",21720,"",1,BCIMS000216,umfh 10 guadalupe victoria,12,10,20,2110,1,2,22206,0,185,2,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.954988
21602202110,av. ju�rez y kino s/n c.p. 83500 pob. luis b.sanchez son,"",83500,"",1,SRIMS000804,umfh 9 luis b. s�nchez,16,2,20,2110,1,2,22207,0,17,55,26,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.954994
22601202110,av. mar de cort�s y calle ensenada s/n zona centro c.p. 21850 san felipe baja california norte,"",21850,"",1,BCIMS000221,umfh 24 san felipe,26,1,20,2110,1,2,22209,0,284,2,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955000
20105252110,calle r�o loreto y poder legislativo s/n col. l�zaro c�rdenas c.p. 21370 mexicali baja california norte,"",21370,"",1,BCIMS000146,umf 26 mexicali,1,5,25,2110,1,2,22401,0,1,2,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955006
20128252110,prolongaci�n calle 4ta.s/n y calle palmar de santa anita fracc. palmar de santa anita c.p. 21259 mexicali baja california norte,"",21259,"",1,BCIMS000163,umf 37 palmar,1,28,25,2110,1,2,22404,0,1,2,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955012
20508252110,blvd. gustavo d�az ordaz s/n km. 11.5 carret. atntigua a tecate col. la mesa c.p. 22650 tijuana baja california norte,"",22650,"",1,BCIMS000286,umf 27 tijuana,5,8,25,2110,1,2,22407,0,1,4,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955017
20509252110,calle quinta #1111 cruce con emiliano zapata zona centro c.p. 22200 tijuana baja california norte,"",22200,"",1,BCIMS000274,umf 19 tijuana,5,9,25,2110,1,2,22408,0,1,4,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955023
020518UA2110,avenida tecnológico y lázaro cárdenas no. 15100  colonia mesa de otay c.p 22430  tijuana  municipio de tijuana  estado de baja california,"",22430,colonia mesa de otay,2,BCIMS000320,umaa 36 mesa de otay,2,18,UA,2110,0,2,22409,"",1,4,2,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 20:53:35.955029
20518252110,av. tecnologicos y l�zaro c�rdenas no. 15100 . mesa de otay c.p.22320 tijuana baja california norte,"",22320,"",1,BCIMS000320,umf 36 mesa de otay,5,18,25,2110,1,2,22409,0,1,4,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955035
20524092151,av. tecnol�gico y carr. mesa de otay c.p. tijuana baja california norte -anexa umf36-,"",22320,"",2,BCIMS000390,umaa 36 mesa otay (aut),5,24,9,2151,0,2,22409,0,1,4,2,"",14/07/2020,0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.5,2021-01-04 20:53:35.955041
20519252110,av. padre kino no. 750 col. fraccionamiento soler c.p. 22105 tijuana baja california norte,"",22105,"",1,BCIMS000291,umf 33 tijuana,5,19,25,2110,1,2,22410,0,1,4,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955046
20521252110,av. principal y umbela no. 24512 fracc. el florido 1ra. secc. c.p. 22680 tijuana baja california norte,"",22680,"",1,BCIMS000303,umf 34 el florido,5,21,25,2110,1,2,22411,0,1,4,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955052
20529252110,paseo de los lobos no. 6203 col. los lobos c.p. tijuana baja california norte,"",22534,"",1,BCIMS000315,umf 35 los lobos,5,29,25,2110,1,2,22412,0,1,4,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955058
21302252110,vicente guerrero s/n y carretera transpeninsular col. el sauzal c.p. 22760 ensenada baja california norte,"",22760,"",1,BCIMS000093,umf 11 el sauzal,13,2,25,2110,1,2,22413,0,247,1,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955064
21401252110,domicilio conocido carretera transpeninsular rosario col. el rosario de arriba c.p. 22960 ensenada baja california norte,"",22960,"",1,BCIMS000076,umf 29 rosario,14,1,25,2110,1,2,22414,0,198,1,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955070
21506252110,calle emiliano zapata esq. c/juanita siqueiros s/n ejido el porvenir c.p. 22750 ensenada baja california norte,"",22750,"",1,BCIMS000105,umf 14 valle guadalupe,15,6,25,2110,1,2,22415,0,617,1,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955076
21702252110,calle acacias y mar del norte #19 zona centro c.p. 22710 tijuana baja california norte,"",22710,"",1,BCIMS000344,umf 17 rosarito,17,2,25,2110,1,2,22416,0,1,5,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955081
22501252110,domicilio conocido san vicente b.c. col. san vicente c.p. 22900 ensenada baja california norte,"",22900,"",1,BCIMS000081,umf 22 san vicente,25,1,25,2110,1,2,22417,0,243,1,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955087
20414252110,av. tuxpan y calle 44 s/n col. solidaridad c.p.83496 san luis r.c. son.,"",83496,"",1,SRIMS000816,umf 38 s. luis rio colorado,4,14,25,2110,1,2,22418,0,1,55,26,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955093
20203252110,av. primera no.500 col. maclovio herrera c.p. 21480 tecate baja california,"",21480,"",1,BCIMS000385,umf 39 tecate,2,3,25,2110,1,2,22420,0,1,3,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955099
20573252110,circuito de los carlos calle rene lote 60 manzana 940 col. fracc. el laurel,"",22206,"",1,BCIMS000402,umf 18 tijuana,5,73,25,2110,1,2,22422,0,1,4,2,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955105
20580302151,calle paseo del río  no. 16801  colonia río tijuana 3ra etapa c.p 22226  tijuana  municipio de tijuana  estado de baja california,"",22226,colonia río tijuana 3ra etapa,0,BCIMS000455,uddx cama tijuana,2,80,30,2151,0,2,23701,"",1,4,2,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 20:53:35.955110
31102052151,punta morro redondo s/n c.p. 22990 isla de cedros baja california sur,"",22990,"",2,BSIMS000212,hgsmf 13 isla de cedros,11,2,5,2151,1,3,30404,0,1572,2,3,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955116
30201252110,av. colegio militar y municipio libre s/n col. centro c.p. 23920 santa rosal�a baja california sur,"",23920,"",1,BSIMS000055,umf 8 santa  rosalia,2,1,25,2110,1,3,32402,0,1,2,3,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955122
30401252110,calle puerto la paz y m�xico col. centro c.p. 23740 puerto san carlos baja california sur,"",23740,"",1,BSIMS000043,umf 4 san carlos carlos,4,1,25,2110,1,3,32403,0,280,1,3,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955128
30501252110,av. allende y l�pez mateos col. centro c.p. 23700 cd. insurgentes baja california sur,"",23700,"",1,BSIMS000031,umf 3 villa insurgentes,5,1,25,2110,1,3,32404,0,133,1,3,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955134
30709252110,sergio noyola y luis donaldo colosio col. loma bonita c.p. 23940 guerrero negro baja california sur,"",23940,"",1,BSIMS000084,umf 35 guerrero negro,7,9,25,2110,1,3,32405,0,66,2,3,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955139
30805252110,calle san lucas s/num. esquina ni�os h�roes col. centro c.p. 23450 cabo san lucas baja california sur,"",23450,"",1,BSIMS000195,umf 7 cabo san san lucas,8,5,25,2110,1,3,32406,0,54,8,3,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955145
30901252110,miguel alem�n s/n col.centro c.p. 23710 comond� baja california sur,"",23710,"",1,BSIMS000026,umf 10 adolfo l�pez mateos,9,1,25,2110,1,3,32407,0,3,1,3,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955151
31001252110,paseo pedro de ugarte s/n col. centro c.p. 23880 loreto baja california sur,"",23880,"",1,BSIMS000166,umf 11 loreto,10,1,25,2110,1,3,32408,0,1,9,3,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955157
31101252110,francisco de ulloa num. 81 col. sector primaria c.p. 22990 isla de cedros baja california sur,"",22990,"",1,BSIMS000200,umf 12 isla de cedros,11,1,25,2110,1,3,32409,0,1572,2,3,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955163
31301252110,av. benito ju�rez 49 c.p. 23950 bah�a tortugas baja california sur,"",23950,"",1,BSIMS000060,umf 14 b. tortugas,13,1,25,2110,1,3,32410,0,15,2,3,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955168
31401252110,ave. lic. benito ju�rez s/n c.p. 23940 bah�a asunci�n baja california sur,"",23940,"",1,BSIMS000096,umf 15 b. asunci�n,14,1,25,2110,1,3,32411,0,14,2,3,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955174
31501252110,calle fundadores s/n c.p. 23960 la bocana baja california sur,"",23960,"",1,BSIMS000101,umf 16 la bocana,15,1,25,2110,1,3,32412,0,22,2,3,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955180
30705252110,"","","","",1,BSIMS000241,umf 19 v�zcaino,7,5,25,2110,1,3,32414,0,1,8,3,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955186
30301252110,hidalgo y coronado s/n col. centro c.p. 23400 san jos� del cabo baja california sur,"",23400,"",1,BSIMS000142,umf 6 san jose del cabo,3,1,25,2110,1,3,32415,0,1,8,3,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955192
30811252110,calle palma senegal y palma capitata no. s/n  colonia las palmas c.p 23477  los cabos  municipio de cabo san lucas  estado de baja california sur,"",23477,colonia las palmas,1,EN TR�?MITE,umf 39 cabo san lucas,3,11,25,2110,1,3,32417,"",54,8,3,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 20:53:35.955198
40124252110,av. lavalle urbina x fundadores col. san francisco c.p. 24010 campeche campeche,"",24010,"",1,CCIMS000033,umf 11 ah kim pech,1,24,25,2110,1,4,42402,0,1,2,4,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955204
40304252110,carretera champot�n - campeche km.54 manzana 4 col. c.p. 24451 champot�n campeche,"",24451,"",1,CCIMS000062,umf 3 la joya,3,4,25,2110,1,4,42403,0,16,4,4,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955210
40502252110,calle 23 domicilio conocido col. centro c.p. 24350 esc�rcega campeche,"",24350,"",1,CCIMS000091,umf 5 escarcega,5,2,25,2110,1,4,42405,0,1,9,4,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955215
41401252110,calle 18 no. 86 a col. centro c.p. 24600 hopelchen campeche,"",24600,"",1,CCIMS000074,umf 8 hopelchen,14,1,25,2110,1,4,42406,0,1,6,4,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955221
41801252110,km. 1 carretera palizada - campeche col. c.p. 24200 palizada campeche,"",24200,"",1,CCIMS000086,umf 9 palizada,18,1,25,2110,1,4,42407,0,1,7,4,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955227
50103252110,blvd. plan de guadalupe y pablo l. sidar col. centro c.p. 25900 ramos arizpe coahuila,"",25900,"",1,CLIMS000280,umf 3 ramos arizpe,1,3,25,2110,1,5,52401,0,1,27,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955233
50201252110,hidalgo no. 2 col. centro c.p. 25350 arteaga coahuila,"",25350,"",1,CLIMS000053,umf 4 arteaga,2,1,25,2110,1,5,52403,0,1,4,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955239
50309252110,pablo de mej�a no. 526 y gral. manuel doblado col. zona centro c.p. 25000 saltillo coahuila,"",25000,"",1,CLIMS000350,umf 73 saltillo,3,9,25,2110,1,5,52405,0,1,30,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955245
50701252110,hidalgo y venustiano carranza col. zona centro c.p. 25950 general cepeda coahuila,"",25950,"",1,CLIMS000106,umf 62 gral. cepeda,7,1,25,2110,1,5,52408,0,1,11,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955251
50903252110,calle rodr�guez sur no. 351 esquina con av. ju�rez 2o piso col. zona centro c.p. 27000 torre�n coahuila,"",27000,"",1,CLIMS000461,umf 80 torre�n,9,3,25,2110,1,5,52409,0,1,35,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955256
51001252110,bravo y abasolo col. zona centro c.p. 27450 zaragoza coahuila,"",27450,"",1,CLIMS000485,umf 14 zaragoza,10,1,25,2110,1,5,52411,0,1,38,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955262
51401252110,allende y general anaya col. zona centro c.p. 26600 villa uni�n coahuila,"",26600,"",1,CLIMS000473,umf 15 villa uni�n,14,1,25,2110,1,5,52416,0,1,37,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955269
51502252110,prolongaci�n hidalgo col. centro c.p. 25500 san buenaventura coahuila,"",25500,"",1,CLIMS000374,umf 10 s. buenaventura,15,2,25,2110,1,5,52417,0,1,31,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955275
51604252110,alv�rez s/n col. roma c.p. 25760 villafrontera coahuila,"",25760,"",1,CLIMS000316,umf 85 roma,16,4,25,2110,1,5,52419,0,1,29,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955281
52401252110,carretera a pala� domicilio conocido col. zona centro c.p. 26360 m�zquiz coahuila,"",26360,"",1,CLIMS000176,umf 29 esperanzas,24,1,25,2110,1,5,52426,0,43,20,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955287
52701252110,clzd. hospitales col. zona centro c.p. 26950 san juan de sabinas coahuila,"",26950,"",1,CLIMS000403,umf 26 agujita,27,1,25,2110,1,5,52428,0,1,32,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955293
52802252110,av. benito ju�rez col. zona centro c.p. 25430 el progreso coahuila,"",25430,"",1,CLIMS000275,umf 32 san jos� aura,28,2,25,2110,1,5,52429,0,7,26,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955299
53001252110,domicilio conocido col. zona centro c.p. 26355 m�zquiz coahuila,"",26355,"",1,CLIMS000193,umf 28 rancher�as,30,1,25,2110,1,5,52430,0,71,20,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955304
53901252110,presidente carranza y mercado col. zona centro c.p. 27640 cuatrocienegas coahuila,"",27640,"",1,CLIMS000070,umf 50 cuatro cienegas,39,1,25,2110,1,5,52431,0,1,7,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955310
54701252110,xicot�ncatl no. 303 ote. col. centro c.p. 26500 morelos coahuila,"",26500,"",1,CLIMS000140,umf 64 morelos,47,1,25,2110,1,5,52434,0,1,19,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955316
54801252110,domicilio conocido col. centro c.p. 25935 ramos arizpe coahuila,"",25935,"",1,CLIMS000304,umf 67 e. hip�lito,48,1,25,2110,1,5,52435,0,43,27,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955322
54901252110,acu�a s/n col. centro c.p. 27550 nadadores coahuila,"",27550,"",1,CLIMS000210,umf 74 nadadores,49,1,25,2110,1,5,52436,0,1,21,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.955328
050337UA2110,calle damaso rodr�?guez esq. con carmen salinas 750 nuevo centro metropolitano 25022 coahuila de zaragoza,844-4817552,25022,"",2,CLIMS000526,umaa 89 saltillo,3,37,25,2110,1,5,52437,0,1,30,5,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.7,2021-01-04 20:53:35.955333
50347252110,boulevard museo del desierto  no. 250  fraccionamiento saltillo 2000 c.p 25115  saltillo  municipio de saltillo  estado de coahuila de zaragoza,"",25115,fraccionamiento saltillo 2000,1,CLIMS000572,umf 91 saltillo,5,47,25,2110,1,5,52438,"",1,30,5,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 20:53:35.955339
