CVE_PRESUPUESTAL,DOM_CALLE,REF_TELEFONO,REF_CP,REF_COLONIA_FRACC,CVE_NIVEL_ATENCION,CVE_CLUES,REF_UNIDAD_MEDICA,CVE_LOCALIZACION,CVE_TIPO_INMUEBLE,CVE_SERVICIO,CVE_UNIDAD_PRESUP,IND_MF,CVE_DELEGACION,CVE_PREI,CVE_NUMERO_ECONOMICO,CVE_LOCALIDAD,CVE_MUNICIPIO,CVE_ESTADO,REF_FRANJA_HORARIA,FEC_BAJA,IND_HORARIO_VERANO,CVE_PAIS,REF_ESTADO_REG,DES_USER_CREA_REG,STP_CREA_REG,DES_USER_MODIFICA_REG,STP_MODIFICA_REG,fh_proceso
CVE_PRESUPUESTAL,dom_calle,REF_TELEFONO,REF_CP,ref_colonia_fracc,CVE_NIVEL_ATENCION,CVE_CLUES,ref_unidad_medica,CVE_LOCALIZACION,CVE_TIPO_INMUEBLE,CVE_SERVICIO,CVE_UNIDAD_PRESUP,IND_MF,CVE_DELEGACION,CVE_PREI,CVE_NUMERO_ECONOMICO,CVE_LOCALIDAD,CVE_MUNICIPIO,CVE_ESTADO,REF_FRANJA_HORARIA,FEC_BAJA,IND_HORARIO_VERANO,CVE_PAIS,REF_ESTADO_REG,DES_USER_CREA_REG,STP_CREA_REG,DES_USER_MODIFICA_REG,STP_MODIFICA_REG,2021-01-04 20:53:35.954766
1.82404E+11,calle reforma no. 1 entre sol de mayo y reforma col. sol de mayo c.p. 62759 cuautla morelos,"",62759,"",1,MSIMS000042,umf 15 casasano,24,4,25,2110,1,18,182421,0,142,6,17,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957794
1.82702E+11,km.12 carretera yecapixtla agua hediondac.p. 62820 yecapixtla morelos,"",62820,"",1,MSIMS000252,umf 24 yecapixtla,27,2,25,2110,1,18,182422,0,1,30,17,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957800
1.90105E+11,pedraza no. 490 pte. col. santa teresita c.p. 63000 tepic nayarit,"",63000,"",1,NTIMS000231,umf 5 tepic,1,5,25,2110,1,19,192402,0,1,17,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957805
1.90109E+11,av. m�xico no. 485 sur col. jard�nes de la cruz c.p. 63168 tepic nayarit,"",63168,"",1,NTIMS000226,umf 25 tepic,1,9,25,2110,1,19,192403,0,1,17,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957811
1.90117E+11,av. m�xico norte y carretera a bellavista col. c.p. 63038 tepic nayarit,"",63038,"",1,NTIMS000202,umf 20 tepic,1,17,25,2110,1,19,192404,0,1,17,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957895
1.90301E+11,av. m�xico y fresnos col. c.p. 63500 tepic nayarit,"",63500,"",1,NTIMS000243,umf 2 fco. madero,3,1,25,2110,1,19,192406,0,122,17,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957903
1.90601E+11,zaragoza y sonora s/n col. c.p. 63440 tecuala nayarit,"",63440,"",1,NTIMS000185,umf 7 tecuala,6,1,25,2110,1,19,192408,0,1,16,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957909
1.90701E+11,av. guadalajara no. 8 col. c.p. 63600 ruiz nayarit,"",63600,"",1,NTIMS000115,umf 9 ruiz,7,1,25,2110,1,19,192409,0,1,11,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957915
1.90801E+11,km. 8 carretera cora-villa hidalgo col. c.p. 63778 santiago ixc. nayarit,"",63778,"",1,NTIMS000272,umf 3 cora,8,1,25,2110,1,19,192410,0,1,15,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957921
1.90901E+11,5 de mayo s/n col. c.p. 63568 santiago nayarit,"",63568,"",1,NTIMS000161,umf 11 yago,9,1,25,2110,1,19,192411,0,82,15,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957927
1.91001E+11,juan escutia y zaragoza col. c.p. 63750 san blas nayarit,"",63750,"",1,NTIMS000132,umf 12 aut�n,10,1,25,2110,1,19,192412,0,4,12,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957933
1.91101E+11,h. batall�n y guerrero no. 10 col. c.p. 63740 san blas nayarit,"",63740,"",1,NTIMS000120,umf 13 san blas,11,1,25,2110,1,19,192413,0,1,12,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957939
1.91301E+11,abasolo y general ruiz col. c.p. 63700 compostela nayarit,"",63700,"",1,NTIMS000033,umf 14 compostela,13,1,25,2110,1,19,192414,0,1,4,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957945
1.91401E+11,km. carretera tepic puerto vallarta col. c.p. compostela nayarit,"",63726,"",1,NTIMS000050,umf 16 la pe�ita,14,1,25,2110,1,19,192415,0,128,4,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957951
1.92401E+11,venustiano carranza y juan escutia col. c.p. 64690 ixtlan del r�o nayarit,"",64690,"",1,NTIMS000086,umf 18 ixtlan r�o,24,1,25,2110,1,19,192417,0,1,6,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957957
1.92501E+11,ju�rez no. 14 col. c.p. 63900 ahuacatl�n nayarit,"",63900,"",1,NTIMS000021,umf 17 ahuacatl�n,25,1,25,2110,1,19,192418,0,1,2,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957962
1.92701E+11,morelos no. 49 col. c.p. 63550 santiago ixc. nayarit,"",63550,"",1,NTIMS000156,umf 4 villa hidalgo,27,1,25,2110,1,19,192419,0,80,15,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957968
1.92801E+11,rey nayar no. 8 col. andare�as,"",63780,"",1,NTIMS000091,umf 26 xalisco,28,1,25,2110,1,19,192421,0,1,8,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957974
1.93302E+11,constituci�n y jes�s j. casas col. c.p. 63730 bah�a de bandera nayarit,"",63730,"",1,NTIMS000074,umf 22 san juan abajo,33,2,25,2110,1,19,192422,0,84,20,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.957980
1.95302E+11,domicilio conocido col. c.p. 63640 pimientillo nayarit,"",63640,"",1,NTIMS000103,umf 21 pimientillo,53,2,25,2110,1,19,192423,0,25,10,18,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958721
2.00144E+11,rayones no. 965 col. nogales topo chico c.p. 64260 monterrey nuevo le�n,"",64260,"",3,NLIMS000332,hps 22 monterrey,1,44,17,2153,0,4D,201501,0,1,39,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958773
20A1031D2153,av. constituci�n y f�lix u. torres col. c.p. 64010 monterrey nuevo le�n,"",64010,"",3,NLIMS000496,umfr 1 monterrey,A1,3,1D,2153,0,4R,202001,0,1,39,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958782
2.00301E+11,reforma y guillermo prieto col. c.p. 67400 general ter�n nuevo le�n,"",67400,"",1,NLIMS000192,umfh 13 gral. teran,3,1,20,2110,1,20,202201,0,1,22,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958788
2.03801E+11,venustiano carranza no. 401 col. c.p. 66550 el carmen nuevo le�n,"",66550,"",1,NLIMS000093,umf 42 el carmen,38,1,25,2110,1,20,202412,0,1,10,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958794
2.00901E+11,blvd. d�az ordaz no. 336 col. c.p. 66210 san pedro garza garc�a nuevo le�n,"",66210,"",1,NLIMS000052,umf 58 s. pedro garza,9,1,25,2110,1,20,202415,0,1,6,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958800
2.01001E+11,domicilio conocido col. c.p. 65600 hidalgo nuevo le�n,"",65600,"",1,NLIMS000566,umf 45 hidalgo,10,1,25,2110,1,20,202417,0,1,47,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958806
2.01201E+11,domicilio conocido col. c.p. 65550 cienega de flores nuevo le�n,"",65550,"",1,NLIMS000110,umf 44 ci�nega flores,12,1,25,2110,1,20,202422,0,1,12,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958812
2.01301E+11,domicilio conocido col. c.p. 65030 ciudad an�huac nuevo le�n,"",65030,"",1,NLIMS000035,umf 48 cd. an�huac,13,1,25,2110,1,20,202423,0,1,5,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958818
2.01501E+11,domicilio conocido col. c.p. 65070 lampazos nuevo le�n,"",65070,"",1,NLIMS000274,umf 47 lampazos,15,1,25,2110,1,20,202425,0,1,32,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958824
2.01601E+11,domicilio conocido col. c.p. 65350 villaldama nuevo le�n,"",65350,"",1,NLIMS000583,umf 46 villa aldama,16,1,25,2110,1,20,202426,0,1,51,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958830
2.01901E+11,matamoros no. 109 entre rep�blica y zuazua col. c.p. 66750 dr. gonz�lez nuevo le�n,"",66750,"",1,NLIMS000542,umf 41 dr. gonz�lez,19,1,25,2110,1,20,202430,0,1,46,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958836
2.02101E+11,domicilio conocido col. c.p. 67880 hualahuises nuevo le�n,"",67880,"",1,NLIMS000250,umf 18 hualahuises,21,1,25,2110,1,20,202431,0,1,29,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958842
2.02201E+11,domicilio conocido col. c.p. 67050 china nuevo le�n,"",67050,"",1,NLIMS000122,umf 51 china,22,1,25,2110,1,20,202432,0,1,13,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958848
2.02302E+11,domicilio conocido col. c.p. 65030 galeana nuevo le�n,"",65030,"",1,NLIMS000146,umf 53 galeana,23,2,25,2110,1,20,202433,0,1,17,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958854
2.02402E+11,domicilio conocido col. c.p. 67900 dr. arroyo nuevo le�n,"",67900,"",1,NLIMS000134,umf 55 dr. arroyo,24,2,25,2110,1,20,202434,0,1,14,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958859
2.02502E+11,hidalgo no. 205 col. c.p. 66000 villa de garc�a nuevo le�n,"",66000,"",1,NLIMS000163,umf 24 villa garc�a,25,2,25,2110,1,20,202435,0,1,18,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958865
2.02601E+11,domicilio conocido col. c.p. 65900 cerralvo nuevo le�n,"",65900,"",1,NLIMS000105,umf 50 cerralvo,26,1,25,2110,1,20,202436,0,1,11,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958889
2.02701E+11,domicilio conocido col. c.p. 65800 agualeguas nuevo le�n,"",65800,"",1,NLIMS000011,umf 49 agualeguas,27,1,25,2110,1,20,202437,0,1,2,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958895
2.02801E+11,domicilio conocido col. c.p. 67940 aramberri nuevo le�n,"",67940,"",1,NLIMS000064,umf 54 aramberri,28,1,25,2110,1,20,202438,0,1,7,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958901
2.02901E+11,bernardo reyes s/n col. c.p. 67950 la ascensi�n nuevo le�n,"",67950,"",1,NLIMS000076,umf 56 la ascenci�n,29,1,25,2110,1,20,202439,0,8,7,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958907
2.03001E+11,zaragoza no. 7 col. c.p. 65500 salinas victoria nuevo le�n,"",65500,"",1,NLIMS000513,umf 9 salinas victoria,30,1,25,2110,1,20,202440,0,1,45,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958913
2.03601E+11,domicilio conocido col. c.p. 65865 galeana nuevo le�n,"",65865,"",1,NLIMS000151,umf 52 san rafael,36,1,25,2110,1,20,202442,0,153,17,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958918
2.01134E+11,israel cavazos no. 350 entre holanda y estados unidos col. rinc�n de la sierra,"",67192,"",1,NLIMS000641,umf 68 rinc�n de la sierra,11,34,25,2110,1,20,202450,0,1,26,19,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958924
2.03201E+11,avenida abraham lincoln  y enf. maría de jesús candia no. s/n  colonia valle verde 1er sector c.p 64360  monterrey  municipio de monterrey  estado de nuevo león,"",64360,colonia valle verde 1er sector,1,NLIMS000735,umf 69 lincoln,20,1,25,2110,1,20,202451,"",1,39,19,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 20:53:35.958930
2.03902E+11,avenida la reforma  no. s/n  fraccionamiento real de palmas c.p 65760  general zuazua  municipio de general zuazu  estado de nuevo león,"",65760,fraccionamiento real de palmas,1,NLIMS000745,umf 70 zuazua,20,2,25,2110,1,20,202452,"",1,25,19,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 20:53:35.958936
2.03401E+11,avenida morelos  no. 133  colonia centro c.p 64000  monterrey  municipio de monterrey  estado de nuevo león,"",64000,colonia centro,0,NLIMS000752,ucma,20,1,44,2110,0,20,203901,"",1,39,19,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 20:53:35.958942
210201UA2151,"","","","",2,210201UA2151,umaa oaxaca (hgz1),2,1,UA,2151,0,21,210101,0,1,67,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958948
2.15001E+11,4a. oriente num. 703 barrio del pante�n pinotepa nacional oaxaca cp 71510,"",71510,"",1,OCIMS000124,umf 26 pinotepa,50,1,25,2110,1,21,212402,0,1,50,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958953
2.15801E+11,km. 63 carretera tehuacan - teotitl�n s/n col. c.p. 68540 teotitl�n de flores mag�n oaxaca,"",68540,"",1,OCIMS000322,umf 58 teotitl�n,58,1,25,2110,1,21,212403,0,1,545,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958959
2.15901E+11,morelos no. 73 col. centro c.p. 68200 sn pedro y san pablo villa etla oaxaca,"",68200,"",1,OCIMS000276,umf 57 san pablo villa de etla,59,1,25,2110,1,21,212404,0,1,337,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958965
2.16001E+11,av. huatzolotitl�n s/n nicol�s bravo y jos� vasconcelos col. segunda secci�n c.p. 68200 san pablo huitzo oaxaca,"",68200,"",1,OCIMS000223,umf 56 san pablo huitzo,60,1,25,2110,1,21,212405,0,1,294,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958971
2.10212E+11,jacobo dalevuelta esquina d�az quintas col. centro c.p. 68000 oaxaca de ju�rez oaxaca,"",68000,"",1,OCIMS000141,umf 1 oaxaca,2,12,25,2110,1,21,212407,0,1,67,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958976
2.10501E+11,hidalgo esquina con ray�n s/n sn juan bautista cuicatl�n oaxaca cp. 68600,"",68600,"",1,OCIMS000206,umf 13 cuicatl�n,5,1,25,2110,1,21,212408,0,1,177,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958982
2.10401E+11,carretera tuxtepec valle nacional s/n sn juan bautista tuxtepec oaxaca cp 68300,"",68300,"",1,OCIMS000194,umf 64 tuxtepec,4,1,25,2110,1,21,212409,0,1,164,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958988
2.10603E+11,ignacio zaragoza y ray�n s/n col. barrio lagunas c.p. 70760 santo domingo tehuantepec oaxaca,"",70760,"",1,OCIMS000305,umf 5 sto. domingo,6,3,25,2110,1,21,212410,0,1,515,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.958994
2.10901E+11,carretera panamericana km 52 magdalena apazco etla oaxaca cp 68226,"",68226,"",1,OCIMS000100,umf 17 magdalena,9,1,25,2110,1,21,212412,0,1,45,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959000
2.11102E+11,ismael toledo s/n entre san antonio y camino de la esperanza col. c.p. 70110 santo domingo ingenio oaxaca,"",70110,"",1,OCIMS000293,umf 12 sto. domingo,11,2,25,2110,1,21,212413,0,1,505,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959005
2.11402E+11,rivera del r�o esquina venustiano carranza col. centro c.p. 70110 ciudad ixtepec oaxaca,"",70110,"",1,OCIMS000030,umf 23 cd. ixtpepec,14,2,25,2110,1,21,212414,0,1,14,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959011
2.11701E+11,corregidora esquina guillermo prieto centro c.p. 71510 ocotl�n de morelos oaxaca,"",71510,"",1,OCIMS000165,umf 27 ocotl�n,17,1,25,2110,1,21,212415,0,1,68,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959017
2.13501E+11,16 de septiembre 505 barrio expiracion zimat�n de �lvarez oaxaca.,"",71200,"",1,OCIMS000334,umf 31 zimatl�n de �lvarez,35,1,25,2110,1,21,212416,0,1,570,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959023
2.13801E+11,av. 16 de septiembre no. 47 barrio las flores c.p. 70180 san pedro tapanatepec oaxaca,"",78180,"",1,OCIMS000264,umf 30 san pedro tapanatepec,38,1,25,2110,1,21,212417,0,1,327,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959029
2.14502E+11,venustiano carranza s/n col. c.p. 68492 ixtl�n de ju�rez oaxaca,"",68492,"",1,OCIMS000071,umf 40 ixtlan de ju�rez,45,2,25,2110,1,21,212418,0,1,42,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959034
2.14701E+11,boulevard prof alberto gallardo blanco s7n colonia chapingo cp 70900 san pedro pochutla oax.,"",70900,"",1,OCIMS000252,umf 33 pedro pochutla,47,1,25,2110,1,21,212420,0,1,324,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959040
2.10226E+11,alamos esquina con alhelies. colonia las flores santa lucia del camino oax.,"",68020,"",1,OCIMS000351,umf 65 sta luc�a del,2,26,25,2110,1,21,212422,0,1,390,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959046
2.14901E+11,llano predio el bilito barrio de la soledad el barrio y lagunas col. c.p. 70390 lagunas oaxaca,"",70390,"",1,OCIMS000112,umf 29 barrio la soledad,49,1,25,2110,1,21,212424,0,1,49,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959052
2125012K2110,km. 48 barrio de san francisco c.p. 69510 tamazulapan del progreso oaxaca,"",69510,"",1,OCIMS000025,umrm 21 tamazulapan,25,1,2K,2110,1,21,212702,0,1,540,20,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959058
220135UA2151,"","","","",2,220135UA2151,umaa 2 la margari (hgz20),1,35,UA,2151,0,22,220101,0,63,10,22,"",14/07/2020,0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.5,2021-01-04 20:53:35.959063
220120UA2151,"","","","",2,220120UA2151,umaa 1 s alejandr (hgr36),1,20,UA,2151,0,22,2205A1,0,171,17,22,"",14/07/2020,0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.5,2021-01-04 20:53:35.959069
2.20902E+11,victoria e independencia s/n c.p. 74580 chietla puebla,"",74580,"",1,PLIMS000084,umfh 31 chietla,9,2,20,2110,1,22,222206,0,1,51,21,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959075
2.21002E+11,km. 55 carretera tehuacan-teotitl�n c.p. 75981 san jos� tilapa coxcatl�n puebla,"",75981,"",1,PLIMS000060,umfh 29 s.jos� tilapa,10,2,20,2110,1,22,222207,0,8,35,21,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959081
2.21201E+11,km. 32.5 carretera tehuacan - teotitl�n c.p. 75985 calipam coxcatl�n puebla,"",75985,"",1,PLIMS000055,umfh 28 calipan,12,1,20,2110,1,22,222209,0,2,35,21,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959087
2.23901E+11,5 poniente no. 1 c.p. 75000 rafael lara grajales puebla,"",75000,"",1,PLIMS000352,umfh 33 villa rafael,39,1,20,2110,1,22,222210,0,1,117,21,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959092
2.26901E+11,calle 2 sur no. 906 col. barrio san nicol�s c.p. 75482 tecamachalco puebla,"",75482,"",1,PLIMS000393,umfh 16 tecamachalco,69,1,20,2110,1,22,222211,0,1,154,21,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959098
2.20103E+11,av. del trabajo no. 57 esquina francisco javier mina col. mayorazgo c.p. 72460 puebla puebla,"",72460,"",1,PLIMS000311,umf 8 el mayorazgo,1,3,25,2110,1,22,222401,0,1,114,21,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959104
2.20119E+11,prolong. 11 sur no. 5525 col. san jos� mayorazgo c.p. 72450 puebla puebla,"",72450,"",1,PLIMS000241,umf 13 puebla,1,19,25,2110,1,22,222403,0,1,114,21,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959110
2.2013E+11,14 sur no. 3106 col. anzures c.p. 72530 puebla puebla,"",72530,"",1,PLIMS000265,umf 21 puebla,1,30,25,2110,1,22,222405,0,1,114,21,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959115
2.20145E+11,circ. san bartolo pte. b. y circ. san bartolo sur b. col. san bartolo c.p. puebla puebla,"",72490,"",1,PLIMS000306,umf 7 sn bartolo,1,45,25,2110,1,22,222409,0,1,114,21,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959121
2.20212E+11,calle 5 de febrero oriente no. 206 col. san felipe hueyotlipan c.p. 72030 puebla puebla,"",72030,"",1,PLIMS000335,umf 3 san felipe,2,12,25,2110,1,22,222410,0,1,114,21,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959127
2.20508E+11,calle jovito de la calleja esq. con calle ferrocarril s/n unidad habitacional fresnillo c.p. 72887teziutl�n puebla,"",72887,"",1,PLIMS000451,umf 22 teziutl�n,5,8,25,2110,1,22,222412,0,1,174,21,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959133
2.20605E+11,av. independencia poniente esquina 2 norte no. 200 col. centro c.p. 75700 tehuac�n puebla,"",75700,"",1,PLIMS000410,umf 30 tehuac�n,6,5,25,2110,1,22,222414,0,1,156,21,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959139
2.20701E+11,cuauht�moc s/n carretera tehuacan - teotitl�n ajalpan c.p. 75985 ajalpan puebla,"",75985,"",1,PLIMS000026,umf 27 v. ajalpan,7,1,25,2110,1,22,222416,0,1,10,21,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959144
2.21402E+11,boulevard forjadores de puebla esq. con calle vicente guerrero s/no. col.ignacio romero vargas c.p. 72120 puebla puebla,"",72120,"",1,PLIMS000323,umf 14 pueblo nuevo,14,2,25,2110,1,22,222417,0,1,114,21,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959150
2.21504E+11,independencia y victoria no. 1 c.p. 74587 escape de lagunillas chietla puebla,"",74587,"",1,PLIMS000101,umf 32 lagunillas,15,4,25,2110,1,22,222418,0,15,51,21,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959156
2.21713E+11,esteban de antu�ano no. 6 col. luz obrera c.p. 72110 puebla puebla,"",72110,"",1,PLIMS000340,umf 4 constancia,17,13,25,2110,1,22,222419,0,1,114,21,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959162
2.21901E+11,av. de los pinos no. 15 c.p. 73960 aire libre teziutl�n puebla,"",73960,"",1,PLIMS000463,umf 25 aire llibre,19,1,25,2110,1,22,222420,0,24,174,21,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:53:35.959168
