CVE_PRESUPUESTAL,DOM_CALLE,REF_TELEFONO,REF_CP,REF_COLONIA_FRACC,CVE_NIVEL_ATENCION,CVE_CLUES,REF_UNIDAD_MEDICA,CVE_LOCALIZACION,CVE_TIPO_INMUEBLE,CVE_SERVICIO,CVE_UNIDAD_PRESUP,IND_MF,CVE_DELEGACION,CVE_PREI,CVE_NUMERO_ECONOMICO,CVE_LOCALIDAD,CVE_MUNICIPIO,CVE_ESTADO,REF_FRANJA_HORARIA,FEC_BAJA,IND_HORARIO_VERANO,CVE_PAIS,REF_ESTADO_REG,DES_USER_CREA_REG,STP_CREA_REG,DES_USER_MODIFICA_REG,STP_MODIFICA_REG,fh_proceso
CVE_PRESUPUESTAL,DOM_CALLE,REF_TELEFONO,REF_CP,REF_COLONIA_FRACC,CVE_NIVEL_ATENCION,CVE_CLUES,REF_UNIDAD_MEDICA,CVE_LOCALIZACION,CVE_TIPO_INMUEBLE,CVE_SERVICIO,CVE_UNIDAD_PRESUP,IND_MF,CVE_DELEGACION,CVE_PREI,CVE_NUMERO_ECONOMICO,CVE_LOCALIDAD,CVE_MUNICIPIO,CVE_ESTADO,REF_FRANJA_HORARIA,FEC_BAJA,IND_HORARIO_VERANO,CVE_PAIS,REF_ESTADO_REG,DES_USER_CREA_REG,STP_CREA_REG,DES_USER_MODIFICA_REG,STP_MODIFICA_REG,2021-01-04 21:13:45.089862
1.11303E+11,JU�REZ SundefinedN COLundefined CENTRO CundefinedPundefined 38900 SALVATIERRA GUANAJUATO,"",38900,"",1,GTIMS000342,UMFH 8 SALVATIERRA,13,3,20,2110,1,11,112205,0,1,28,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091146
1.11602E+11,DEGOLLADO Y 8 DE MAYO COLundefined CENTRO CundefinedPundefined 36900 PENJAMO GUANAJUATO,"",36900,"",1,GTIMS000296,UMFH 9 PENJAMO,16,2,20,2110,1,11,112206,0,1,23,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091152
1.10105E+11,HOYOS COLORADOS SundefinedN COLundefined CENTRO CundefinedPundefined 36000 GUANAJUATO GUANAJUATO,"",36000,"",1,GTIMS000161,UMF 46 GUANAJUATO,1,5,25,2110,1,11,112401,0,1,15,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091158
1.10111E+11,CANTARRANAS NOundefined 29 COLundefined CENTRO CundefinedPundefined 36000 GUANAJUATO GUANAJUATO,"",36000,"",1,GTIMS000173,UMF 50 GUANAJUATO,1,11,25,2110,1,11,112402,0,1,15,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091163
1.10507E+11,PRESA LA ANGOSTURA SundefinedN COLundefined CundefinedFundefinedEundefined CundefinedPundefined 36630 IRAPUATO GUANAJUATO,"",36630,"",1,GTIMS000202,UMF 45 IRAPUATO,5,7,25,2110,1,11,112404,0,1,17,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091169
1.1052E+11,PROLONGundefined AVundefined DEL TRABAJO NOundefined1435 COLundefined INDEPENDENCIA CundefinedPundefined 36559 IRAPUATO GUANAJUATO,"",36559,"",1,GTIMS000190,UMF 44 IRAPUATO,5,20,25,2110,1,11,112405,0,1,17,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091175
1.10601E+11,GUERRERO SundefinedN COLundefined CENTRO CundefinedPundefined 38240 JUVENTINO ROSAS GUANAJUATO,"",38240,"",1,GTIMS000424,UMF 16 Sundefined CRUZ JUVENTINO,6,1,25,2110,1,11,112406,0,1,35,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091181
1.10701E+11,SALIDA CARRETERA A CELAYA SundefinedN COLundefined CundefinedPundefined 38200 COMONFORT GUANAJUATO,"",38200,"",1,GTIMS000091,UMF 5 COMONFORT,7,1,25,2110,1,11,112407,0,1,9,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091186
1.10805E+11,R�O LERMA Y MUTUALISMO COLundefined RESIDENCIAL CundefinedPundefined 38060 CELAYA GUANAJUATO,"",38060,"",1,GTIMS000074,UMF 49 CELAYA,8,5,25,2110,1,11,112408,0,1,7,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091192
1.11501E+11,ZARAGOZA SundefinedN COLundefined CENTRO CundefinedPundefined 38260 VILLAGRAN GUANAJUATO,"",38260,"",1,GTIMS000465,UMF 40 VILLAGRAN,15,1,25,2110,1,11,112410,0,1,44,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091198
1.11901E+11,PROLONGundefined HIDALGO NOundefined 27 COLundefined CENTRO CundefinedPundefined 36300 PUR�SIMA DEL RINC�N GUANAJUATO,"",36300,"",1,GTIMS000313,UMF 27 PUR�SIMA,19,1,25,2110,1,11,112418,0,1,25,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091203
1.12103E+11,EUSEBIO GONZ�LEZ SundefinedN COLundefined CENTRO CundefinedPundefined 38219 SORIA GUANAJUATO,"",38219,"",1,GTIMS000103,UMF 17 SORIA,21,3,25,2110,1,11,112419,0,1,9,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091209
1.12201E+11,PROLONGundefined ALLENDE SundefinedN COLundefined CENTRO CundefinedPundefined 37630 OCAMPO GUANAJUATO,"",37630,"",1,GTIMS000284,UMF 26 OCAMPO,22,1,25,2110,1,11,112420,0,1,22,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091215
1.12402E+11,1Oundefined DE MAYO Y LIBERTAD COLundefined EMILIANO ZAPATA CundefinedPundefined 38400 VALLE DE SANTIAGO GUANAJUATO,"",38400,"",1,GTIMS000453,UMF 19 Vundefined SANTIAGO,24,2,25,2110,1,11,112421,0,1,42,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091221
1.12601E+11,ALLENDE SundefinedN COLundefined CENTRO CundefinedPundefined 37600 SAN FELIPE GUANAJUATO,"",37600,"",1,GTIMS000354,UMF 30 Sundefined FELIPE,26,1,25,2110,1,11,112422,0,1,30,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091256
1.12801E+11,JU�REZ NOundefined 57 COLundefined CENTRO CundefinedPundefined 38700 TARIMORO GUANAJUATO,"",38700,"",1,GTIMS000441,UMF 41 TARIMORO,28,1,25,2110,1,11,112423,0,1,39,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091263
1.12901E+11,PROLONGundefined 16 DE SEPTIEMBRE SundefinedN COLundefined CENTRO CundefinedPundefined 36200 ROMITA GUANAJUATO,"",36200,"",1,GTIMS000325,UMF 28 ROMITA,29,1,25,2110,1,11,112424,0,1,26,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091269
1.13201E+11,CARRETERA A SAN LUIS DE LA PAZ SundefinedN COLundefined CundefinedPundefined 37980 SAN JOS� ITURBIDE GUANAJUATO,"",37980,"",1,GTIMS000395,UMF 38 Sundefined JOS� ITURBIDE,32,1,25,2110,1,11,112425,0,1,32,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091275
1.13401E+11,CARRETERA A SAN FELIPE undefined SAN LUIS POTOS� COLundefined ESTACI�N CundefinedPundefined 37611 JARAL DE BERRIO GUANAJUATO,"",37611,"",1,GTIMS000494,UMF 25 JARAL DE BERRIOS,34,1,25,2110,1,11,112426,0,1,30,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091281
1.13701E+11,MORELOS Y JOS� DEL VALLE COLundefined �VILA CAMACHO CundefinedPundefined 38500 APASEO EL ALTO GUANAJUATO,"",38500,"",1,GTIMS000045,UMF 18 APASEO EL ALTO,37,1,25,2110,1,11,112427,0,1,4,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091286
1.13801E+11,SALIDA A CUER�MARO SundefinedN COLundefined CENTRO CundefinedPundefined 36470 CIUDAD MANUEL DOBLADO GUANAJUATO,"",36470,"",1,GTIMS000086,UMF 24 MANUEL DOBLADO,38,1,25,2110,1,11,112428,0,1,8,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091292
1.14001E+11,PROLONGundefined 5 DE MAYO SundefinedN COLundefined CENTRO CundefinedPundefined 38940 YURIRIA GUANAJUATO,"",38940,"",1,GTIMS000470,UMF 36 YURIRIA,40,1,25,2110,1,11,112429,0,1,46,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091298
1.14101E+11,ALLENDE Y MANUEL DOBLADO COLundefined CENTRO CundefinedPundefined 36890 PUEBLO NUEVO GUANAJUATO,"",36890,"",1,GTIMS000301,UMF 35 PUEBLO NUEVO,41,1,25,2110,1,11,112430,0,1,24,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091304
1.14701E+11,SALAZAR SundefinedN COLundefined CENTRO CundefinedPundefined 36960 CUER�MARO GUANAJUATO,"",36960,"",1,GTIMS000132,UMF 32 CUERAMARO,47,1,25,2110,1,11,112431,0,1,12,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091310
1.14902E+11,MAundefined BERBER SundefinedN COLundefined LOMAS DE SANTA MAR�A CundefinedPundefined 36970 ABASOLO GUANAJUATO,"",36970,"",1,GTIMS000016,UMF 22 ABASOLO,49,2,25,2110,1,11,112432,0,1,1,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091316
1.15001E+11,AVundefined CHAPULTEPEC SundefinedN COLundefined PEDREGAL CundefinedPundefined 38160 APASEO EL GRANDE GUANAJUATO,"",38160,"",1,GTIMS000050,UMF 23 APASEO GRANDE,50,1,25,2110,1,11,112433,0,1,5,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091322
1.15101E+11,AVundefined DE LA JUVENTUD SundefinedN COLundefined CENTRO CundefinedPundefined 38470 JARAL DEL PROGRESO GUANAJUATO,"",38470,"",1,GTIMS000214,UMF 34 JARAL PROGRESO,51,1,25,2110,1,11,112434,0,1,18,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091327
1.10403E+11,5 DE MAYO NOundefined 93 COLundefined INDEPENDENCIA CundefinedPundefined 36100 SILAO GUANAJUATO,"",36100,"",1,GTIMS000436,UMF 14 SILAO,4,3,25,2110,1,11,112436,0,1,37,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091333
1.10527E+11,Boulevard Los Reyes ente Pipila  y Rey Baltazar Noundefined SundefinedN  Colonia Los Reyes CundefinedP 36570  Irapuato  Municipio de Irapuato  Estado de Guanajuato,"",36570,Colonia Los Reyes,1,GTIMS000542,UMF 57 Irapuato,11,27,25,2110,1,11,112437,"",1,17,11,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 21:13:45.091339
1.10823E+11,Avenida Valle del Huasco  Noundefined 429  Fraccionamiento Los Olivos II Sección CundefinedP 38030  Celaya  Municipio de Celaya  Estado de Guanajuato,"",38030,Fraccionamiento Los Olivos II Sección,1,GTIMS000552,UMF 59 Celaya,11,23,25,2110,1,11,112439,"",1,7,11,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 21:13:45.091345
1.20223E+11,AVundefined GRAN V�A COLOSO CASA 35 ETAPundefined19 COLundefined EL COLOSO CundefinedPundefined 39810 ACAPULCO GUERRERO,"",39810,"",1,GRIMS000054,UMF 28 EL COLOSO,2,23,25,2110,1,12,122404,0,1,1,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091350
1.20801E+11,CARRETERA NACIONAL ACAPULCOundefinedPINOTEPA ESQundefined PINOTEPA ESQundefined CALLE CIPR�S COLundefined CundefinedPundefined 39960 SAN MARCOS GUERRERO,"",39960,"",1,GRIMS000170,UMF 12 Sundefined MARCOS,8,1,25,2110,1,12,122406,0,1,53,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091356
1.21001E+11,CALLE ORQU�DEA SundefinedN COLundefined CENTRO CundefinedPundefined 41100 CHILAPA GUERRERO,"",41100,"",1,GRIMS000095,UMF 23 CHILAPA,10,1,25,2110,1,12,122407,0,1,28,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091362
1.21202E+11,CALLE MIGUEL HIDALGO SundefinedN COLundefined CundefinedPundefined 41700 OMETEPEC GUERRERO,"",41700,"",1,GRIMS000141,UMF 25 OMETEPEC,12,2,25,2110,1,12,122408,0,1,46,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091368
1.21701E+11,CALLE SALIDA A COSTA CHICA SundefinedN COLundefined CENTRO CundefinedPundefined 39940 JUAN Rundefined ESCUDERO GUERRERO,"",39940,"",1,GRIMS000136,UMF 7 TIERRA COLORADA,17,1,25,2110,1,12,122409,0,1,39,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091374
1.22302E+11,DOMICILIO CONOCIDO COLundefined CENTRO CundefinedPundefined 40800 LA UNI�N GUERRERO,"",40800,"",1,GRIMS000194,UMF 17 LA UNI�N,23,2,25,2110,1,12,122410,0,1,68,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091380
1.23001E+11,CALLE ZARAGOZA ESQundefined ALTAMIRANO SundefinedN COLundefined CundefinedPundefined 40700 COYUCA DE CATAL�N GUERRERO,"",40700,"",1,GRIMS000071,UMF 20 COYUCA,30,1,25,2110,1,12,122412,0,1,22,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091385
1.23101E+11,DOMICILIO CONOCIDO COLundefined CundefinedPundefined 40630 CUTZAMALA DE PINZ�N GUERRERO,"",40630,"",1,GRIMS000083,UMF 21 CUTZAMALA,31,1,25,2110,1,12,122413,0,1,27,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091391
1.23301E+11,CALLE INDEPENDENCIA SundefinedN COLundefined CundefinedPundefined 40830 PETATL�N GUERRERO,"",40830,"",1,GRIMS000153,UMF 15 PETATLAN,33,1,25,2110,1,12,122414,0,1,48,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091397
1.23701E+11,DOMICILIO CONOCIDO COLundefined CundefinedPundefined 40811 PETACALCO GUERRERO,"",40811,"",1,GRIMS000042,UMF 27 PETACALCO,37,1,25,2110,1,12,122415,0,1,1,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091407
120215UA2110,"","","","",2,"",UMAA 29 Acapulco,1,15,UA,2110,0,12,122416,0,1,1,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.7,2021-01-04 21:13:45.091413
1.20215E+11,BLVDundefined DE LAS 2 NACIONES Y CARRETERA CAYACO PTOundefined MARQU�Z LLANO LARGO,"",39306,"",1,GRIMS000206,UMFundefinedUMAA 29 DIAMANTE,2,15,25,2110,1,12,122416,0,1,1,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091419
1.30801E+11,AVundefined FRANCISCO Iundefined MADERO SundefinedN COLundefined CENTRO CundefinedPundefined 43740 CUAUTEPEC DE HINOJOSA HIDALGO,"",43740,"",1,HGIMS000041,UMFH 3 CUAUTEPEC,8,1,20,2110,1,13,132202,0,1,16,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091425
1.30113E+11,LIBRAMIENTO PACHUCA TULANCINGO ESQUINA ACCESO TECNOL�GICO COLundefined REAL DEL VALLE CundefinedPundefined 42800 PACHUCA DE SOTO HIDALGO,"",42800,"",1,HGIMS000094,UMF 32 PACHUCA,1,13,25,2110,1,13,132401,0,1,48,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091430
1.30201E+11,BARRIO SAN FRANCISCO SundefinedN COLundefined SAN FRANCISCO CundefinedPundefined 42130 MINERAL DEL MONTE HIDALGO,"",42130,"",1,HGIMS000065,UMF 25 MINERAL MONTE,2,1,25,2110,1,13,132402,0,1,39,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091436
1.30601E+11,AVundefined DEL TRABAJO NOundefined 30 COLundefined CENTRO CundefinedPundefined 43740 STGOundefined TULANTEPEC INGO GROundefined HIDALGO,"",43740,"",1,HGIMS000106,UMF 4 SANTIAGOTULANT,6,1,25,2110,1,13,132404,0,1,56,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091442
1.30901E+11,NICOL�S BRAVO DOMICILIO CONOCIDO COLundefined LOS TIGRES CundefinedPundefined 72950 MIXQUIAHUALA DE JU�REZ HIDALGO,"",72950,"",1,HGIMS000070,UMF 26 MIXQUIAHUALA,9,1,25,2110,1,13,132405,0,1,41,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091448
1.31003E+11,DOMICILIO CONOCIDO COLundefined CundefinedPundefined 42840 TULA DE ALLENDE CRUZ AZUL HIDALGO,"",42840,"",1,HGIMS000176,UMF 9 CRUZ AZUL,10,3,25,2110,1,13,132406,0,1,76,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091454
1.31101E+11,CARRETERA TLAXCOAPAN undefined DOXEY SundefinedN COLundefined EDUCACI�N CundefinedPundefined 42950 TLAXCOAPAN HIDALGO,"",42950,"",1,HGIMS000152,UMF 27 TLAXCOAPAN,11,1,25,2110,1,13,132407,0,1,74,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091459
1.31403E+11,CALLE PREPARATORIA NOundefined 5 COLundefined CERRITO ROMERO CundefinedPundefined 42330 ZIMAP�N HIDALGO,"",42330,"",1,HGIMS000193,UMF 31 ZIMAPAN,14,3,25,2110,1,13,132408,0,1,84,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091465
1.38801E+11,ALDAMA Y 5 DE MAYO SundefinedN COLundefined CENTRO CundefinedPundefined 43800 TIZAYUCA HIDALGO,"",43800,"",1,HGIMS000140,UMF 18 TIZAYUCA,88,1,25,2110,1,13,132409,0,1,69,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091471
1.35301E+11,PEDRO MAR�A ANAYA Y Sundefined G�MEZ COLundefined LA CAMPA�A CundefinedPundefined 42410 HUICHAPAN HIDALGO,"",42410,"",1,HGIMS000053,UMF 29 HUICHAPAN,53,1,25,2110,1,13,132410,0,1,29,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091477
1.36202E+11,ALDAMA Y PONIENTE SundefinedN COLundefined CENTRO CundefinedPundefined 43900 APAN HIDALGO,"",43900,"",1,HGIMS000024,UMF 15 APAN,62,2,25,2110,1,13,132411,0,1,8,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091483
1.38601E+11,CIRCUITO SOLIDARIDAD NOundefined 115undefinedA EFREN REBOLLEDO CundefinedPundefined 42500,"",42500,"",1,HGIMS000012,UMF 16 ACTOPAN,86,1,25,2110,1,13,132412,0,1,3,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091488
1.31501E+11,Calle  Cuitlahuac  Noundefined 401  Fraccionamiento La Colonia CundefinedP 42185  Mineral de la Reforma  Municipio de La Colonia  Estado de Hidalgo,"",42185,Fraccionamiento La Colonia,1,HGIMS000251,UMF 35 La Colonia,13,1,25,2110,1,13,132414,"",96,51,13,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 21:13:45.091494
141609UA2151,"","","","",2,141609UA2151,UMAA 1 LAGOS  M (HGZ7),16,9,UA,2151,0,14,140103,0,1,53,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091500
1.45001E+11,PROLundefined BLVDundefined FCOundefined MEDINA ASCENCIO NOundefined 2066 COLundefined D�AZ ORD�Z CundefinedPundefined 48310 PUERTO VALLARTA JALISCO,"",48310,"",2,JCIMS000692,HGZMF 42 PUERTO VALLARTA,50,1,2,2151,1,14,140205,0,1,67,14,"",14/07/2020,0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.5,2021-01-04 21:13:45.091506
1.40903E+11,AVundefined SIXTO GORJ�N NOundefined 223 COLundefined CENTRO CundefinedPundefined 46400 TEQUILA JALISCO,"",46600,"",1,JCIMS000943,UMFH 10 TEQUILA,9,3,20,2110,1,14,142202,0,1,94,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091512
1.41102E+11,JOS� MAundefined MERCADO NOundefined 262 COLundefined CENTRO CundefinedPundefined 46730 AHUALULCO DEL MERCADO JALISCO,"",46730,"",1,JCIMS000045,UMFH 31 AHUALULCO,11,2,20,2110,1,14,142204,0,1,3,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091518
1.41303E+11,CTRAundefined N��EZ Y RUIZ CORT�NEZ COLundefined CENTRO CundefinedPundefined 47750 ATOTONILCO EL ALTO JALISCO,"",47750,"",1,JCIMS000091,UMFH 22 ATOTONILCO,13,3,20,2110,1,14,142205,0,1,13,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091523
1.41403E+11,GUILLERMO PRIETO SundefinedN COLundefined CENTRO CundefinedPundefined 47910 LA BARCA JALISCO,"",47910,"",1,JCIMS000144,UMFH 23 LA BARCA,14,3,20,2110,1,14,142206,0,1,18,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091529
1.41801E+11,JU�REZ NOundefined 258 COLundefined CENTRO CundefinedPundefined 49900 TECALITL�N JALISCO,"",49900,"",1,JCIMS000861,UMFH 16 TECALITL�N,18,1,20,2110,1,14,142207,0,1,87,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091537
1.41901E+11,PROLundefined �LVARO OBREG�N SundefinedN COLundefined CENTRO CundefinedPundefined 49870 PIHUAMO JALISCO,"",49870,"",1,JCIMS000675,UMFH 13 PIHUAMO,19,1,20,2110,1,14,142208,0,1,65,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091546
1.42002E+11,ANSELMO VILLALOBOS SundefinedN COLundefined CENTRO CundefinedPundefined 49800 TUXPAN JALISCO,"",49800,"",1,JCIMS001030,UMFH 19 TUXPAN,20,2,20,2110,1,14,142209,0,1,108,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091554
1.42102E+11,ESCOBEDO NOundefined 134 COLundefined CENTRO CundefinedPundefined 49600 ZAPOTILTIC JALISCO,"",49600,"",1,JCIMS001165,UMFH 18 ZAPOTILTIC,21,2,20,2110,1,14,142210,0,1,121,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091560
1.42302E+11,HIDALGO NOundefined 10 COLundefined CENTRO CundefinedPundefined 49820 TUXPAN JALISCO,"",49820,"",1,JCIMS001293,UMFH 17 ATENTIQUE,23,2,20,2110,1,14,142211,0,5,108,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091565
1.45301E+11,CAMINO A LA ESTACI�N SundefinedN COLundefined CENTRO CundefinedPundefined 45900 CHAPALA JALISCO,"",45900,"",1,JCIMS000231,UMFH 40 CHAPALA,53,1,20,2110,1,14,142212,0,1,30,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091571
1.44707E+11,Avenida  Juárez  Noundefined 663  Colonia Coyula CundefinedP 45410  Tonalá  Municipio de Coyula  Estado de Jalisco,"",45410,Colonia Coyula,1,JCIMS001445,UMF 184 Cerro de la Reina,14,7,25,2110,1,14,1424A1,"",9,101,14,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 21:13:45.091577
1.40113E+11,BOULEVAR GARC�A BARRAG�N NOundefined 1596 COLundefined OLIMPICA CundefinedPundefined 44440 TLAQUEPAQUE JALISCO,"",44440,"",1,JCIMS000482,UMFundefinedUMAA 52 GUADALAJARA,1,13,25,2110,1,14,142403,0,1,39,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091583
140113UA2110,"","","","",2,"",UMAA 52 Guadalajara,1,13,UA,2110,0,14,142403,0,1,39,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.7,2021-01-04 21:13:45.091588
1.40139E+11,PRIVADA VERAC NOundefined 1215 COLundefined SECTOR HIDALGO CundefinedPundefined 44270 GUADALAJARA JALISCO,"",44270,"",1,JCIMS000511,UMF 79 GUADALAJARA,1,39,25,2110,1,14,142409,0,1,39,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091594
1.40149E+11,AVundefined NI�OS H�ROES NOundefined 2232 COLundefined SECTOR JU�REZ CundefinedPundefined 44160 GUADALAJARA JALISCO,"",44160,"",1,JCIMS000494,UMF 55 GUADALAJARA,1,49,25,2110,1,14,142412,0,1,39,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:13:45.091600
